Countrycode,Seriescode,Description
TZA,NY.GDP.PCAP.PP.KD,Covers mainland Tanzania only.
TZA,NY.GNP.MKTP.PP.KD,Covers mainland Tanzania only.
TZA,NY.GNP.PCAP.CD,Covers mainland Tanzania only.
TZA,NY.GNP.PCAP.CN,Covers mainland Tanzania only.
TZA,NY.GNP.PCAP.KD,Covers mainland Tanzania only.
TZA,NY.GNP.PCAP.KD.ZG,Covers mainland Tanzania only.
TZA,NY.GNP.PCAP.KN,Covers mainland Tanzania only.
TZA,NY.GNP.PCAP.PP.CD,Covers mainland Tanzania only.
TZA,NY.GNP.PCAP.PP.KD,Covers mainland Tanzania only.
TZA,SM.POP.NETM,Data sources : United Nations World Population Prospects
TZA,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates.
TZA,SP.ADO.TFRT,Including Zanzibar.
TZA,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects. Including Zanzibar.
TZA,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects. Including Zanzibar.
TZA,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
TZA,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
TZA,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
TZA,SP.DYN.LE00.IN,Derived using male and female life expectancy
TZA,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
TZA,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
TZA,SP.DYN.TO65.FE.ZS,Including Zanzibar.
TZA,SP.DYN.TO65.MA.ZS,Including Zanzibar.
TZA,SP.POP.0014.TO.ZS,Including Zanzibar.
TZA,SP.POP.1564.TO.ZS,Including Zanzibar.
TZA,SP.POP.65UP.TO.ZS,Including Zanzibar.
TZA,SP.POP.GROW,Data sources: United Nations World Population Prospects
TZA,SP.POP.TOTL,Data sources : United Nations World Population Prospects
TZA,SP.POP.TOTL.FE.ZS,Including Zanzibar.
UGA,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2014 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt data for 2014 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include the effects of HIPC and MDRI debt relief.
UGA,EG.EGY.PRIM.PP.KD,"Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
UGA,EG.ELC.RNEW.ZS,Sources: UN Energy Statistics (2014)
UGA,EG.FEC.RNEW.ZS,Sources: UN Energy Statistics (2014)
UGA,SM.POP.NETM,Data sources : United Nations World Population Prospects
UGA,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates.
UGA,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
UGA,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
UGA,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
UGA,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
UGA,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
UGA,SP.DYN.LE00.IN,Derived using male and female life expectancy
UGA,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
UGA,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
UGA,SP.POP.GROW,Data sources: United Nations World Population Prospects
UGA,SP.POP.TOTL,Data sources : United Nations World Population Prospects
UKR,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2014 are based on reports provided by the country. Short-term debt data for 2014 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
UKR,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
UKR,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
UKR,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
UKR,SM.POP.NETM,Data sources : United Nations World Population Prospects
UKR,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
UKR,SP.DYN.AMRT.FE,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
UKR,SP.DYN.AMRT.MA,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
UKR,SP.DYN.CBRT.IN,"Data sources : State Statistics Committee of Ukraine, United Nations World Population Prospects"
UKR,SP.DYN.CDRT.IN,"Data sources : State Statistics Committee of Ukraine, United Nations World Population Prospects"
UKR,SP.DYN.LE00.FE.IN,"Data sources : State Statistics Committee of Ukraine, United Nations World Population Prospects"
UKR,SP.DYN.LE00.IN,Derived using male and female life expectancy
UKR,SP.DYN.LE00.MA.IN,"Data sources : State Statistics Committee of Ukraine, United Nations World Population Prospects"
UKR,SP.DYN.TFRT.IN,Data sources : State Statistics Committee of Ukraine
UKR,SP.POP.GROW,"Data sources: State Statistics Committee of Ukraine, United Nations World Population Prospects, Council of Europe, United Nations Population and Vital Statistics Report"
UKR,SP.POP.TOTL,"Data sources : State Statistics Committee of Ukraine, United Nations World Population Prospects, Council of Europe, United Nations Population and Vital Statistics Report"
URY,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
URY,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
URY,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
URY,SM.POP.NETM,Data sources : United Nations World Population Prospects
URY,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
URY,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
URY,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
URY,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
URY,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
URY,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
URY,SP.DYN.LE00.IN,Derived using male and female life expectancy
URY,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
URY,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
URY,SP.POP.GROW,Data sources: United Nations World Population Prospects
URY,SP.POP.TOTL,Data sources : United Nations World Population Prospects
USA,CM.MKT.TRNR,"Method of calculation: Total domestic value of share trading of American Stock Exchange, New York Stock Exchange, NASDAQ Stock Market and BATS Global Markets divided by the total domestic market capitalization of American Stock Exchange, New York Stock Exchange and NASDAQ Stock Market."
USA,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
USA,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
USA,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
USA,IS.RRS.TOTL.KM,Data are for class 1 railways only; data before 2005 exclude regional lines.
USA,SG.GEN.PARL.ZS,The total refers to all voting members of the House.
USA,SM.POP.NETM,Data sources : United Nations World Population Prospects
USA,SM.POP.REFG,Data since 2006 are UNHCR estimates based on the arrival of refugees and asylum-seeker recognition over a 10-year period ending with the reporting year. Data prior to 2006 are UNHCR estimates based on the arrival of refugees and asylum-seeker recognition over a 5-year period ending with the reporting year.
USA,SM.POP.TOTL,"Estimates are derived from data on foreign-born population. The estimates for the United States include, to the extent possible, all persons born outside its territory. This includes persons born in other United States territories and American citizens at birth who were born abroad and reside in the United States."
USA,SP.DYN.AMRT.FE,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
USA,SP.DYN.AMRT.MA,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
USA,SP.DYN.CBRT.IN,"Data sources : National Center for Health Statistics, U.S. Census Bureau"
USA,SP.DYN.CDRT.IN,"Data sources : National Center for Health Statistics, U.S. Census Bureau"
USA,SP.DYN.LE00.FE.IN,Data sources : National Center for Health Statistics
USA,SP.DYN.LE00.IN,Derived using male and female life expectancy
USA,SP.DYN.LE00.MA.IN,Data sources : National Center for Health Statistics
USA,SP.DYN.TFRT.IN,Data sources : National Center for Health Statistics
USA,SP.POP.GROW,Data sources: U.S. Census Bureau
USA,SP.POP.TOTL,Data sources : U.S. Census Bureau
UZB,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2014 are based on reports provided by the country. Short-term debt data for 2014 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
UZB,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
UZB,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
UZB,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
UZB,NE.CON.PRVT.PP.CD,Estimates are based on regression.
UZB,NE.CON.PRVT.PP.KD,Estimates are based on regression.
UZB,NY.GDP.MKTP.PP.CD,Estimates are based on regression.
UZB,NY.GDP.MKTP.PP.KD,Estimates are based on regression.
UZB,NY.GDP.PCAP.PP.CD,Estimates are based on regression.
UZB,NY.GDP.PCAP.PP.KD,Estimates are based on regression.
UZB,NY.GNP.MKTP.PP.CD,Estimates are based on regression.
UZB,NY.GNP.MKTP.PP.KD,Estimates are based on regression.
UZB,NY.GNP.PCAP.PP.CD,Estimates are based on regression.
UZB,NY.GNP.PCAP.PP.KD,Estimates are based on regression.
UZB,PA.NUS.PPP,Estimates are based on regression.
UZB,PA.NUS.PPPC.RF,Estimates are based on regression.
UZB,PA.NUS.PRVT.PP,Estimates are based on regression.
UZB,SM.POP.NETM,Data sources : United Nations World Population Prospects
UZB,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
UZB,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
UZB,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
UZB,SP.DYN.CBRT.IN,"Data sources : TransMONEE, United Nations World Population Prospects"
UZB,SP.DYN.CDRT.IN,"Data sources : TransMONEE, United Nations World Population Prospects"
UZB,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
UZB,SP.DYN.LE00.IN,Derived using male and female life expectancy
UZB,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
UZB,SP.DYN.TFRT.IN,"Data sources : TransMONEE, United Nations World Population Prospects"
UZB,SP.POP.GROW,"Data sources: Ministry of Statistics, United Nations World Population Prospects"
UZB,SP.POP.TOTL,"Data sources : Ministry of Statistics, United Nations World Population Prospects"
VCT,DT.DOD.DECT.CD,"Long-term public and publicly guaranteed debt data for 2014 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt data are excluded since BIS data include debt liabilities of offshore centers located in the country. BIS short-term debt data for 2011, 2012, 2014 and 2014 are $393 million, $361 million, $464 million, $1,237 million respectively."
VCT,DT.DOD.DSTC.CD,Short-term debt data are excluded since BIS data include debt liabilities of offshore centers located in the country. 
VCT,EG.EGY.PRIM.PP.KD,"Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
VCT,EG.ELC.RNEW.ZS,Sources: UN Energy Statistics (2014)
VCT,EG.FEC.RNEW.ZS,Sources: UN Energy Statistics (2014)
VCT,FB.AST.NPER.ZS,Non FSI Reporter: Data for this indicator collected from IMF Area Department and may not follow the FSI Compilation Guide.
VCT,FB.BNK.CAPA.ZS,Non FSI Reporter: Data for this indicator collected from IMF Area Department and may not follow the FSI Compilation Guide.
VCT,SM.POP.NETM,Data sources : United Nations World Population Prospects
VCT,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
VCT,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
VCT,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
VCT,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
VCT,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
VCT,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
VCT,SP.DYN.LE00.IN,Derived using male and female life expectancy
VCT,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
VCT,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
VCT,SP.POP.GROW,Data sources: United Nations World Population Prospects
VCT,SP.POP.TOTL,Data sources : United Nations World Population Prospects
VEN,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
VEN,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
VEN,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
